36:00.7,-0.001975615711
36:00.7,-0.001975615711
36:00.7,-0.001947920164
36:00.7,-0.001947920164
36:00.7,-0.001920224616
36:00.7,-0.001920224616
36:00.7,-0.0019140700500000002
36:00.7,-0.0019140700500000002
36:00.7,-0.001920224616
36:00.7,-0.001920224616
36:00.7,-0.001932533748
36:00.7,-0.001932533748
36:00.7,-0.001932533748
36:00.7,-0.001932533748
36:00.7,-0.001941765598
36:00.7,-0.001941765598
36:00.7,-0.001947920164
36:00.7,-0.001947920164
36:00.7,-0.001941765598
36:00.7,-0.001941765598
36:00.7,-0.001944842881
36:00.7,-0.001944842881
36:00.7,-0.001960229296
36:00.7,-0.001960229296
36:00.7,-0.001960229296
36:00.7,-0.001960229296
36:00.7,-0.001978692994
36:00.7,-0.001978692994
36:00.7,-0.001978692994
36:00.7,-0.001978692994
36:00.7,-0.001978692994
36:00.7,-0.001963306579
36:00.7,-0.001963306579
36:00.7,-0.001969461145
36:00.7,-0.001969461145
36:00.7,-0.001960229296
36:00.7,-0.001960229296
36:00.7,-0.001950997447
36:00.7,-0.001950997447
36:00.7,-0.001947920164
36:00.7,-0.001947920164
36:00.7,-0.0019294564649999998
36:00.7,-0.0019294564649999998
36:00.7,-0.0019294564649999998
36:00.7,-0.0019294564649999998
36:00.7,-0.001941765598
36:00.8,-0.001941765598
36:00.8,-0.00195407473
36:00.8,-0.00195407473
36:00.8,-0.001963306579
36:00.8,-0.001963306579
36:00.8,-0.001963306579
36:00.8,-0.001963306579
36:00.8,-0.001963306579
36:00.8,-0.001963306579
36:00.8,-0.001957152013
36:00.8,-0.001957152013
36:00.8,-0.001957152013
36:00.8,-0.001957152013
36:00.8,-0.001969461145
36:00.8,-0.001969461145
36:00.8,-0.001981770277
36:00.8,-0.001981770277
36:00.8,-0.001969461145
36:00.8,-0.001969461145
36:00.8,-0.00195407473
36:00.8,-0.00195407473
36:00.8,-0.00195407473
36:00.8,-0.00195407473
36:00.8,-0.00195407473
36:00.8,-0.001966383862
36:00.8,-0.001966383862
36:00.8,-0.001969461145
36:00.8,-0.001969461145
36:00.8,-0.0019725384280000003
36:00.8,-0.0019725384280000003
36:00.8,-0.00198484756
36:00.8,-0.00198484756
36:00.8,-0.0019725384280000003
36:00.8,-0.0019725384280000003
36:00.8,-0.001975615711
36:00.8,-0.001975615711
36:00.8,-0.00198484756
36:00.8,-0.00198484756
36:00.8,-0.0019725384280000003
36:00.8,-0.0019725384280000003
36:00.8,-0.001981770277
36:00.8,-0.001981770277
36:00.8,-0.001975615711
36:00.8,-0.001975615711
36:00.8,-0.001975615711
36:00.8,-0.001975615711
36:00.8,-0.0019725384280000003
36:00.8,-0.0019725384280000003
36:00.8,-0.001960229296
36:00.8,-0.001960229296
36:00.8,-0.00195407473
36:00.9,-0.00195407473
36:00.9,-0.001960229296
36:00.9,-0.001960229296
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.00198484756
36:00.9,-0.00198484756
36:00.9,-0.0019940794090000003
36:00.9,-0.0019940794090000003
36:00.9,-0.001987924843
36:00.9,-0.001987924843
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.001966383862
36:00.9,-0.001966383862
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.001978692994
36:00.9,-0.001978692994
36:00.9,-0.00198484756
36:00.9,-0.00198484756
36:00.9,-0.001991002126
36:00.9,-0.001991002126
36:00.9,-0.0019940794090000003
36:00.9,-0.0019940794090000003
36:00.9,-0.0019940794090000003
36:00.9,-0.0019940794090000003
36:00.9,-0.00198484756
36:00.9,-0.00198484756
36:00.9,-0.001975615711
36:00.9,-0.001975615711
36:00.9,-0.001987924843
36:00.9,-0.001987924843
36:00.9,-0.002009465824
36:00.9,-0.002009465824
36:00.9,-0.0020063885410000004
36:00.9,-0.0020063885410000004
36:00.9,-0.00198484756
36:00.9,-0.00198484756
36:00.9,-0.001975615711
36:00.9,-0.001975615711
36:00.9,-0.001978692994
36:00.9,-0.001978692994
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.0019725384280000003
36:00.9,-0.001975615711
36:00.9,-0.001975615711
36:00.9,-0.001975615711
36:01.0,-0.001975615711
36:01.0,-0.001975615711
36:01.0,-0.001978692994
36:01.0,-0.001978692994
36:01.0,-0.001991002126
36:01.0,-0.001991002126
36:01.0,-0.002000233975
36:01.0,-0.002000233975
36:01.0,-0.001991002126
36:01.0,-0.001991002126
36:01.0,-0.001975615711
36:01.0,-0.001975615711
36:01.0,-0.001969461145
36:01.0,-0.001969461145
36:01.0,-0.001978692994
36:01.0,-0.001978692994
36:01.0,-0.001987924843
36:01.0,-0.001987924843
36:01.0,-0.002009465824
36:01.0,-0.002009465824
36:01.0,-0.002018697673
36:01.0,-0.002018697673
36:01.0,-0.001987924843
36:01.0,-0.001987924843
36:01.0,-0.001960229296
36:01.0,-0.001960229296
36:01.0,-0.001963306579
36:01.0,-0.001963306579
36:01.0,-0.001969461145
36:01.0,-0.001969461145
36:01.0,-0.001969461145
36:01.0,-0.001969461145
36:01.0,-0.001975615711
36:01.0,-0.001975615711
